cardcode;calldate;Result;ShortComment;LongComment;Found;Interest
A.03626;26/5/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;;1;-1
A.00594;26/5/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;;1;-1
A.01173;26/5/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.01973;26/5/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;1;
A.04264;26/5/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.01852;26/5/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;1;
A.01863;26/5/2020;Ενημέρωση;Ανταγωνισμός;;1;-1
A.04273;26/5/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.01823;1/6/2020;Παραγγελία;;οκ παραγγελια;1;1
A.00514;1/6/2020;Παραγγελία;;ok παραγγελια;1;1
A.05691;1/6/2020;Παραγγελία;;ok παραγγελια;1;1
A.01907;1/6/2020;Παραγγελία;;οκ παραγγελια;1;1
A.05387;2/6/2020;Παραγγελία;;οκ παραγγελια;1;1
A.01351;4/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.01447;5/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.04776;5/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.03912;9/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.01976;9/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ OVAM;0;
A.00290;9/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ MINUTA;0;
A.00290;9/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ GENOISE SOKOLATA;0;
A.06498;12/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.00724;12/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.06520;12/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.00691;12/6/2020;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΤΑΙ;1;-1
A.06500;12/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.01435;12/6/2020;Παραγγελία;;;1;
A.01293;12/6/2020;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.01617;12/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.06570;12/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.01251;12/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.05356;12/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΤΩΡΑ;1;-1
A.06676;12/6/2020;Ενημέρωση;Άλλο;;1;-1
A.06650;12/6/2020;Ενημέρωση;Άλλο;;1;-1
A.03662;15/6/2020;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;ΛΑΘΟΣ ΤΗΛ;0;
A.06065;15/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.05463;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΠΑΡΑΓΓΕΛΙΑ ΑΠΟ ΕΜΠΟΡΟ;1;
A.03868;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΜΟΜΝΟΟ ΣΤΟΝ ΕΜΠΟΡΟ;1;-1
A.05744;15/6/2020;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.03886;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΧΕΙ ΔΩΣΕΙ ΣΤΟΝ ΤΣΑΓΑΛΑ;1;1
A.03486;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ Ο ΙΔΙΟΣ ΣΤΟΝ ΕΜΠΟΡΟ;1;0
A.01444;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.06578;15/6/2020;Ενημέρωση;Άλλο;ΔΕΝ ΛΕΙΤΟΥΡΓΕΙ ΕΙΝΑΙ ΔΩΜΑΤΙΑ;0;
A.03824;15/6/2020;Ενημέρωση;;;1;-1
A.01435;15/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.03828;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΕΜΠΟΡΟ;1;
A.01092;15/6/2020;Παραγγελία;;;1;1
A.04521;15/6/2020;Ενημέρωση;Επανάκληση;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΤΕΤΑΡΤΗ;1;0
A.01114;15/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.01924;15/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.00920;15/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.01070;15/6/2020;Ενημέρωση;;;1;-1
A.03368;15/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
A.01116;15/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.00578;16/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ TS ORIENTAL;0;
A.00561;16/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ TS ORIENTAL;0;
A.02694;16/6/2020;Ενημέρωση;;ΕΝΗΜΚΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ TS OREINTAL;0;
A.02531;16/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ TS ORIENTAL;0;
A.03410;16/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ GENOISE SOKOLATA;0;
A.00240;16/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΨΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ READY CREAM;0;
A.03780;16/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΕΜΠΟΡΟ;1;
A.01067;16/6/2020;Ενημέρωση;;;1;-1
A.00926;16/6/2020;Ενημέρωση;Επανάκληση;;1;-1
A.06072;16/6/2020;Ενημέρωση;Επανάκληση;;1;-1
A.06818;16/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΗΝ ΕΤΑΙΡΕΙΑ;1;
A.05436;16/6/2020;Ενημέρωση;;;1;-1
A.04506;16/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;
A.01173;16/6/2020;Ενημέρωση;Επανάκληση;;1;-1
A.06279;16/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.00594;16/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.03803;16/6/2020;Ενημέρωση;;;1;-1
A.06638;16/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.06614;16/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.03818;16/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.03395;16/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.00947;16/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.01027;16/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΜ ΕΜΠΟΡΟ;1;
A.01166;16/6/2020;Ενημέρωση;;;1;-1
A.03805;16/6/2020;Ενημέρωση;;;1;-1
A.05660;16/6/2020;Ενημέρωση;;;1;-1
A.05344;16/6/2020;Ενημέρωση;;;1;-1
A.05449;17/6/2020;Ενημέρωση;;ΕΝΗΕΜΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ CARLEX SPRAY;0;
A.00935;17/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ PROKORN KAI CARLEX SPRAY;0;
A.01797;17/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.00926;17/6/2020;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ;1;1
A.04592;17/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;αν χρειαστει κατι μιλαει με  τον εμπορο.;1;-1
A.04783;17/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ,;1;0
A.03226;17/6/2020;Ενημέρωση;;;1;-1
A.06485;17/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.04750;17/6/2020;Ενημέρωση;;;1;-1
A.03764;17/6/2020;Ενημέρωση;;;1;-1
A.03765;17/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.04690;17/6/2020;Ενημέρωση;;;1;-1
A.04612;17/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.06283;17/6/2020;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;ΛΑΘΟΣ ΣΤΟΙΧΕΙΑ;0;
A.07050;17/6/2020;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;;0;
A.03639;17/6/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;;0;
A.04704;17/6/2020;Ενημέρωση;;;1;-1
A.03645;17/6/2020;Ενημέρωση;;;1;-1
A.03892;17/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;;1;-1
C.00788;18/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;Δεν χρειάζεται κάτι για αύριο;1;-1
C.01646;18/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;Δεν θα χρειαστεί κάτι για αύριο.Ρώτησε  για τιμή στο Σουσάμι και να τον καλώ κάθε εβδομάδα.;1;0
C.01943;18/6/2020;Παραγγελία;Άλλο;;1;1
C.01866;18/6/2020;Ενημέρωση;Άλλο;Δεν θα χρειαστεί κάτι για αύριο.Θα καλέσω πάλι την επόμενη εβδομάδα.;1;0
C.01872;18/6/2020;Ενημέρωση;Άλλο;Ενδιαφέρεται για τα είδη ζαχαροπλαστικής. Να ξανακαλέσω την επόμενη εβδομάδα. Θέλει κατάλογο με τα προιόντα μας.;1;0
C.01588;18/6/2020;Αρνητική Τοποθέτηση;Άλλο;Αρνητικός γενικά ,μου είπε ότι δεν ενδιαφέρεται.;1;-1
C.02205;18/6/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;Έλλειπε ο υπεύθυνος . θα καλέσω πάλι αύριο.;0;
C.01301;19/6/2020;Παραγγελία;;;1;1
A.06316;19/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
C.01764;19/6/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;Ο υπεύθυνος ήταν εκτός καταστήματος. θα με καλέσει εκείνος εάν χρειάζεται κάτι . θαν τον καλώ εγώ κάθε Παρασκευή.;0;
C.01573;19/6/2020;Παραγγελία;;;1;1
C.00528;19/6/2020;Παραγγελία;;;1;1
C.02205;19/6/2020;Ενημέρωση;;Μίλησα με τον chef ,θα ξαναπάρω την Δευτέρα για παραγγελία.;1;0
C.01649;19/6/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;Θα καλέσω και πάλι την Δευτέρα το πρωί .;1;0
C.00087;19/6/2020;Ενημέρωση;;Τα μίγματα τα κάνουνε μόνοι τους. Ενημέρωσα ότι έχουμε και μαργαρίνες,σοκολάτες ,σταγόνες σοκολάτας και άλλα... Ρώτησε για πρωτεινικό μπισκότα. Γενικά δεν ενδιαφέρεται προς το παρόν ,θα μας καλέσει η ίδια (κ.ΜΑΡΙΑ ΠΑΠΑΖΗ);1;-1
C.00208;19/6/2020;Αλλο;;ΔΕΝ ΙΣΧΥΕΙ ΤΟ ΤΗΛΕΦΩΝΟ;0;
C.01746;19/6/2020;Ενημέρωση;;ΘΑ ΚΑΛΕΣΩ ΤΗΝ ΔΕΥΤΈΡΑ 9-10 πμ ΓΙΑ ΝΑ ΜΙΛΗΣΩ ΜΕ ΤΟΝ ΥΠΕΥΘΝΟ (κ.ΚΑΜΑΣ);0;
C.02324;19/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ . ΜΟΥ ΕΚΛΕΙΣΕ ΤΟ ΤΗΛΕΦΩΝΟ.;1;-1
C.01844;19/6/2020;Ενημέρωση;;;1;-1
A.02797;22/6/2020;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΙΕΨΗ ΚΕΡΑΣΙ ΣΤΕΓΝΟ;0;
A.03880;22/6/2020;Ενημέρωση;;ΕΝΗΕΜΡΩΘΗΚΕ  ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ CARLEX SPRAY,,,,,;0;
C.01202;22/6/2020;Ενημέρωση;;Δεν θα χρειαστεί κάτι . Να ξανακαλέσω.;1;-1
A.00644;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.05761;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.00558;22/6/2020;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.01247;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.00596;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ,;1;0
A.00969;22/6/2020;Ενημέρωση;;ΕΧΕΙ ΔΩΣΕΙ ΣΤΟΝ ΠΩΛΗΤΗ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.04720;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.00566;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΑΗ ΕΒΔΟΜΑΔΑ;1;0
A.00602;22/6/2020;Παραγγελία;;ΟΚ ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.03939;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.03397;22/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ;1;-1
A.06882;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;1;0
A.06185;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;1;
A.04064;22/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΣΤΟΝ ΕΜΠΟΡΟ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ,,,,,;1;-1
A.06518;22/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑΠΑΡΑΓΓΕΛΙΑ ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΕΙΠΕ ΑΝ ΧΡΕΙΑΣΤΕΙ ;1;-1
A.06636;22/6/2020;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.04801;22/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.00568;22/6/2020;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ ΠΑΡΑΓΓΕΛΙΑ;1;-1
C.00265;22/6/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;ΕΛΛΕΙΠΕ Ο ΥΟΕΥΘΥΝΟΣ. ΘΑ ΜΕ ΚΑΛΕΣΕΙ ΑΝ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ΜΕ ΚΑΛΕΣΕ Ο Κ. ΤΡΥΦΩΝ . ΘΕΛΕΙ ΝΑ ΠΕΡΑΣΕΙ ΠΩΛΗΤΗΣ ΝΑ ΤΟΝ ΕΝΗΜΕΡΩΣΕΙ.;1;-1
A.07074;22/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
C.01809;22/6/2020;Ενημέρωση;Κατάλογος προϊόντων;Μίλησα με τον ίδιο. Θετικός στο να περάσει κάποιος να ενημερωθεί και για άλλα προιόντα.;1;0
C.01920;22/6/2020;Ενημέρωση;Ανταγωνισμός;Προμηθεύεται από άλλους. Δεν έδειξε ενδιαφέρον για δικά μας προιόντα. Είναι φίλος με πρώην πωλητή μας ,οπότε συνεργάζεται μαζί του.;1;-1
C.01986;22/6/2020;Ενημέρωση;;Υπεύθυνη η κόρη ,κ. Σοφία. δεν θα χρειαστεί κάτι για αύριο.;1;-1
C.02205;22/6/2020;Ενημέρωση;;Δεν θα χρειαστεί κάτι για αύριο.;1;-1
C.02314;22/6/2020;Ενημέρωση;Άλλο;ΣΤΑΜΑΤΗΣΕ ΤΗΝ ΠΑΡΑΓΩΓΗ .;1;-1
C.01910;22/6/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΤΕΙ ΚΑΤΙ ΓΙΑ ΑΥΡΙΟ. ΕΝΗΜΕΡΩΣΑ ΚΑΙ ΓΙΑ ΖΑΧΑΡΗ ΚΑΙ ΕΝΔΙΑΦΕΡΕΤΑΙ. ΘΑ ΤΟ ΔΟΥΜΕ ΤΗΝ ΑΛΛΗ ΕΒΔΟΑΜΑΔΑ.;1;-1
C.01210;22/6/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ . ΚΥΡΙΩΣ ΠΑΙΡΝΕΙ ΤΟΝ ΠΩΛΗΤΗ. ΘΑ ΤΟΝ ΞΑΝΑΚΑΛΕΣΩ ΣΕ ΔΥΟ ΕΒΔΟΜΑΔΕΣ.;1;-1
A.01435;22/6/2020;Παραγγελία;;οκ παραγγελια;1;1
A.00602;22/6/2020;Παραγγελία;;οκ ΠΑΡΑΓΓΕΛΙΑ;1;1
C.02011;22/6/2020;Αλλο;Δίνει ο ίδιος παραγγελία;ΔΕΝ ΘΕΛΕΙ ΝΑ ΤΟΝ ΚΑΛΩ ΕΓΩ . ΚΑΛΕΙ Ο ΙΔΙΟΣ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ.;1;-1
A.04809;23/6/2020;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ;1;-1
A.04023;23/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΙΕ Ο ΙΔΙΟΣ ΣΤΟΝ ΠΩΛΗΤΗ ΑΝ ΧΡΕΙΑΣΤΕΙ;1;-1
A.06446;23/6/2020;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΕΓΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.07055;23/6/2020;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΕΤΑΙ  ΘΕΛΕΙ ΠΡΩΤΑ ΝΑ ΕΞΟΦΛΗΣΕΙ....;1;-1
A.06937;23/6/2020;Ενημέρωση;Ελλειπε ο υπεύθυνος;;0;
A.01564;23/6/2020;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;;0;
A.04797;23/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ ;1;-1
A.06977;23/6/2020;Ενημέρωση;Άλλο;ΔΕΝ ΕΧΕΙ ΠΟΛΥ ΔΟΥΛΕΙΑ  ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.01653;23/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΣΩΣΕΙ Ο ΙΔΙΟΣ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΑΝ ΧΡΕΙΑΣΤΕΙ,,,,,;1;-1
A.03230;23/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ Ο ΙΔΙΟΣ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΔΑ ΣΤΟΝ ΠΩΛΗΤΗ;1;0
A.00773;23/6/2020;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;1;0
A.03151;23/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΣΤΟΝ ΕΜΠΟΡΟ ΑΝΑ ΧΡΕΙΑΣΤΕΙ;1;-1
A.04788;23/6/2020;Ενημέρωση;Άλλο;ΔΕΝΕ ΝΔΙΑΦΕΡΕΤΑΙ  ΕΧΕΙ ΚΑΙ ΤΟΝ ΠΡΟΙΟΝΤΙΚΟ ΚΑΤΑΛΟΓΟ;1;-1
A.03994;23/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΑ ΜΟΝΟ ΣΤΟΝ ΝΟΥΣΗ;1;-1
A.05721;23/6/2020;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ,;1;-1
A.01761;23/6/2020;Αλλο;Λαθασμένα στοιχεία επικοινωνίας;;0;
A.04698;23/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;1;-1
A.04102;23/6/2020;Ενημέρωση;Άλλο;ΘΑ ΜΙΛΗΣΕΙ ΣΤΟΝ ΠΩΛΗΤΗ ΑΝ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ;1;-1
A.04004;23/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΣΤΟΝ ΝΟΥΣΗ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ;1;-1
C.01912;23/6/2020;Παραγγελία;Άλλο;;1;1
A.00085;23/6/2020;Ενημέρωση;Αντιπρόσωπος μόνο;ΕΔΩΣΑΝ ΣΤΟΝ ΝΟΥΣΗ ΠΑΡΑΓΓΕΛΙΑ;1;1
C.02349;23/6/2020;Παραγγελία;Δίνει ο ίδιος παραγγελία;ΔΙΝΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ ΚΑΙ ΕΡΧΕΤΑΙ ΤΑ ΠΑΙΡΝΕΙ ΑΠΟ ΤΟ ΥΠΟΚΑΤΑΣΤΗΜΑ.;1;1
A.05656;23/6/2020;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;ΛΑΘΟΣ ΤΗΛ;0;
C.02351;23/6/2020;Ενημέρωση;Επανάκληση;ΠΡΟΣΦΕΡΟΥΝ ΜΟΝΟ ΚΑΦΕ ,ΟΧΙ ΣΥΝΟΔΕΥΤΙΚΟ ΑΚΟΜΗ. ΣΚΟΠΕΥΟΥΝ ΟΜΩΣ ΑΝΑΛΟΓΑ ΜΕ ΤΗ ΔΟΥΛΕΙΑ ΝΑ ΕΠΑΝΕΛΘΟΥΝ. ;1;-1
C.00337;23/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΕΝ ΘΕΛΕΙ ΝΑ ΤΟΝ ΠΑΙΡΝΩ ΕΓΩ. ΘΑ ΚΑΛΕΙ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΖΕΤΑΙ ΚΑΤΙ.;1;-1
C.01846;23/6/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ;1;-1
C.02304;23/6/2020;Ενημέρωση;;ΔΕΝ ΘΑ ΧΡΕΙΑΣΤΕΙ ΚΑΤΙ. ΜΙΛΑΕΙ ΟΜΩΣ ΚΑΙ ΜΕ ΤΟΝ ΠΩΛΗΤΗ. ΘΑ ΞΑΝΑΚΑΛΕΣΩ .;1;-1
C.02012;23/6/2020;Αλλο;Επανάκληση;ΔΕΝ ΑΠΑΝΤΗΣΕ ΣΤΟ ΚΙΝΗΤΟ.;0;
A.01321;24/6/2020;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΑΙ ΣΤΟΝ ΠΩΛΗΤΗ;1;1
A.01739;24/6/2020;Παραγγελία;Άλλο;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;1;1
A.01491;24/6/2020;Ενημέρωση;;ΕΔΩΣΕ ΣΤΟΝ ΠΩΛΗΤΗ;1;1
A.01478;24/6/2020;Ενημέρωση;;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ..;1;1
